Common Name,Scientific Name,Family,Group,Description,Habitat,Conservation,iNat Observations,Taxon ID,Image 1,Image 2
Coontie,Zamia integrifolia,ZAMIACEAE,Wildflowers & Herbs,"Two varieties of this species in Florida are recognized by Griffith et al. (2021) and five were recognized by Ward (2016). This taxonomy recognizes Z. integrifolia as native to Florida and the Bahamas, and Z. pumila as endemic to the West Indies (Stevenson 1987; Salas-Leiva et al. 2013; Ward 2016). Previous taxonomies had used Z. pumila to refer to plants in Florida (Eckenwalder 1980). The starchy subterranean stem has been used a food source (Clevenger 1921; Hann 1986; Austin 2004). The plant also contains the toxic azoxy glycoside cycasin (Castillo-Guevara &amp; Rico-Gray 2003), and food from Zamia must be properly prepared to remove this toxin. The butterfly Eumaeus atala accumulates cycasin as it feeds on Zamia (Rothschild et al. 1986.) BMAA is a neurodegenerative toxic amino acid that",,FL: S3S4 · NatureServe: G3 · IUCN Red List: NT,2,135560,images/Plants/Wildflowers & Herbs/Coontie_1.jpg,images/Plants/Wildflowers & Herbs/Coontie_2.jpg
Carolina milkweed,Asclepias cinerea,APOCYNACEAE,Wildflowers & Herbs,"Asclepias cinerea, also known as Carolina milkweed or ashy milkweed, is a herbaceous perennial plant species in the genus Asclepias. It is native to the United States where its range is concentrated in the Southeast.",,FL: S4? · NatureServe: G4? · US: N4?,2,158734,images/Plants/Wildflowers & Herbs/Carolina milkweed_1.jpg,images/Plants/Wildflowers & Herbs/Carolina milkweed_2.jpg
savannah milkweed,Asclepias pedicellata,APOCYNACEAE,Wildflowers & Herbs,"Asclepias pedicellata is a type of milkweed. A perennial herb, it has yellow or green flowers. Its common name is savannah milkweed.",,FL: S4 · NatureServe: G4,2,158754,images/Plants/Wildflowers & Herbs/savannah milkweed_1.jpg,images/Plants/Wildflowers & Herbs/savannah milkweed_2.jpg
Gulf Coast Searocket,Cakile constricta,Brassicaceae,Wildflowers & Herbs,"Cakile is a genus within the flowering plant family Brassicaceae.  Species in this genus are commonly known as searockets, though this name on its own is applied particularly to whatever member of the species is native or most common in the region concerned, the European searocket Cakile maritima in Europe, and the American searocket C. edentula in North America.  The genus is native to Europe, Asia and North America, but the European searocket has been introduced into North America and has spread widely on both east and west coasts; in many places it is replacing the native C. edentula, and is regarded as an undesirable invasive species.",,NatureServe: G4,2,159628,images/Plants/Wildflowers & Herbs/Gulf Coast Searocket_1.jpg,images/Plants/Wildflowers & Herbs/Gulf Coast Searocket_2.jpg
Rayless Sunflower,Helianthus radula,ASTERACEAE,Wildflowers & Herbs,"Helianthus radula is a North American species of sunflower known by the common name rayless sunflower or pineland sunflower. It is native to the southeastern United States from eastern Louisiana to South Carolina.
Helianthus radula grows in sandy, open woodlands such as pine barrens. It is a perennial herb up to 100 cm (40 inches) tall. One plant usually produces only one flower head, containing 0-8 yellow ray florets surrounding sometimes as many as 150 or more yellow or brown disc florets.",,FL: S4S5 · NatureServe: G5 · US: N5,2,163629,images/Plants/Wildflowers & Herbs/Rayless Sunflower_1.jpg,images/Plants/Wildflowers & Herbs/Rayless Sunflower_2.jpg
Large Gallberry,Ilex coriacea,AQUIFOLIACEAE,Wildflowers & Herbs,"Ilex coriacea, sometimes known as large gallberry or sweet gallberry, is a shrub in the holly family native to coastal areas in the United States from Virginia to Texas. It exists primarily as an understory plant in pine forests, and is sometimes managed by controlled burnings, resprouting from rhizomes.
Ilex coriacea is a facultative wetland plant and can be found in sandy, moist to wet soils in bogs, at the edges of ponds and in seepage swamps called baygalls.  It is planted as an ornamental and prefers acidic soils.
The plant is an important nectar source for beekeepers.",,IUCN Red List: LC,2,164037,images/Plants/Wildflowers & Herbs/Large Gallberry_1.jpg,images/Plants/Wildflowers & Herbs/Large Gallberry_2.jpg
Savanna Iris,Iris tridentata,IRIDACEAE,Wildflowers & Herbs,"Iris tridentata is a species of Iris belonging to the subgenus Limniris and the series Tripetalae. A rhizomatous perennial native to the Southeastern United States, it features a cord-like rhizome, bright green leaves, long stem. In spring, it produces fragrant flowers in shades of blue.",,,2,164136,images/Plants/Wildflowers & Herbs/Savanna Iris_1.jpg,images/Plants/Wildflowers & Herbs/Savanna Iris_2.jpg
bighead rush,Juncus megacephalus,JUNCACEAE,Wildflowers & Herbs,"Juncus megacephalus, the bighead rush, is a plant species native to the United States. It is known from every seacoast state from Texas to Maryland, as well as Massachusetts, growing in freshwater marshes, sand dunes, and disturbed sites at elevations less than 100 meters (330 ft).
Juncus megacephalus is a perennial herb spreading by means of underground rhizomes. Erect stems are round in cross-section, 3–4 mm (0.12–0.16 in) in diameter, up to 110 cm (43 in) tall. Leaves are up to 24 cm (9.4 in) long.",,NatureServe: G4G5,2,164273,images/Plants/Wildflowers & Herbs/bighead rush_1.jpg,images/Plants/Wildflowers & Herbs/bighead rush_2.jpg
Piedmont Primrose-willow,Ludwigia arcuata,ONAGRACEAE,Wildflowers & Herbs,Ludwigia is the generic name of three groups of organisms.,,,2,164849,images/Plants/Wildflowers & Herbs/Piedmont Primrose-willow_1.jpg,images/Plants/Wildflowers & Herbs/Piedmont Primrose-willow_2.jpg
sunshine mimosa,Mimosa strigillosa,FABACEAE,Wildflowers & Herbs,"Mimosa strigillosa, also known as sunshine mimosa and powderpuff, is a perennial ground cover in the family Fabaceae that is native to nearly all US states bordering the Gulf of Mexico and grows north into Georgia and Arkansas as well.  The name powderpuff refers to the small spherical flowers that rise above the plant's creeping vines. Like related species in the genus Mimosa, sunshine mimosa has sensitive leaves that can fold in a matter of seconds after being disturbed.
Because of sunshine mimosa's mat forming nature, drought tolerance, and because like many legumes it is capable of nitrogen fixation and thus doesn't need fertilizer it has become recommended as a replacement for turf grasses for the purposes of xeriscaping and lowering environmental impact. The plant is also recommended",,,2,165400,images/Plants/Wildflowers & Herbs/sunshine mimosa_1.jpg,images/Plants/Wildflowers & Herbs/sunshine mimosa_2.jpg
white arrow arum,Peltandra sagittifolia,ARACEAE,Wildflowers & Herbs,"Peltandra sagittifolia is a species of plant in the genus Peltandra. It is commonly known as the spoonflower or the white arrow arum, native to the southeastern United States from eastern Louisiana to eastern Virginia.",,FL: S3S4 · NatureServe: G3G4 · US: N3N4,2,166298,images/Plants/Wildflowers & Herbs/white arrow arum_1.jpg,images/Plants/Wildflowers & Herbs/white arrow arum_2.jpg
Chapman's Butterwort,Pinguicula planifolia,LENTIBULARIACEAE,Wildflowers & Herbs,"Pinguicula planifolia, commonly known as Chapman's butterwort, is a species of carnivorous plant belonging to the genus Pinguicula.  The typical variety forms a purple (and sometimes pinkish or white) flower in blooming. Like other butterworts, it has sticky adhesive leaves that attract, capture and digest arthropod prey to supply the plant with nutrients. An identifying features of the Chapman's butterwort are the thin, flat leaves which often display a deep red to purple color when in full sun.",,FL: S3? · US: N3? · NatureServe: G3?,2,166887,images/Plants/Wildflowers & Herbs/Chapman's Butterwort_1.jpg,images/Plants/Wildflowers & Herbs/Chapman's Butterwort_2.jpg
Purple Bladderwort,Utricularia purpurea,Lentibulariaceae,Wildflowers & Herbs,"Eastern purple bladderwort is found in shallow water of lakes and ponds in all New England states. It is a rootless, free-floating plant, and gets its name from the purple flower that is held above the water surface on a stout stalk. Its bladders are located at the tips of the leafy branches.",Lacustrine (in lakes or ponds),IUCN Red List: LC,2,170089,images/Plants/Wildflowers & Herbs/Purple Bladderwort_1.jpg,images/Plants/Wildflowers & Herbs/Purple Bladderwort_2.jpg
Showy milkwort,Asemeia grandiflora,Polygalaceae,Wildflowers & Herbs,"Asemeia grandiflora, commonly known as showy milkwort, is a species of perennial flower found in North America. Previously known as Polygala grandiflora, the name of this species was changed to the currently-used Asemeia grandiflora in 2012.",,FL: S4S5 · NatureServe: G5?,2,355607,images/Plants/Wildflowers & Herbs/Showy milkwort_1.jpg,images/Plants/Wildflowers & Herbs/Showy milkwort_2.jpg
Virginia dwarfdandelion,Krigia virginica,Asteraceae,Wildflowers & Herbs,"The native Virginia dwarf-dandelion vaguely resembles a tiny version of the introduced common dandelion (Taraxacum officinalis). It is endangered in Maine, which is at the northern limit of its range.","Anthropogenic (human-disturbed or -maintained habitats), cliffs, balds, or ledges, meadows and fields, woodlands",,2,490542,images/Plants/Wildflowers & Herbs/Virginia dwarfdandelion_1.jpg,images/Plants/Wildflowers & Herbs/Virginia dwarfdandelion_2.jpg
peppervine,Nekemias arborea,VITACEAE,Wildflowers & Herbs,"This species has been placed in the genus Nekemias, which has pinnately compound leaves unlike Ampelopsis s.str. (Wen et al. 2014; Zhang et al. 2015; Liu et al. 2016).",,FL: S4S5 · NatureServe: G5 · US: N5,2,551846,images/Plants/Wildflowers & Herbs/peppervine_1.jpg,images/Plants/Wildflowers & Herbs/peppervine_2.jpg
Gulf Coast Swallow-wort,Pattalias palustris,APOCYNACEAE,Wildflowers & Herbs,"Because of legitimacy issues with the generic name, this species, formerly known as Seutera angustifolia and before that as Cynanchum angustifolium, has now been placed in Pattalias (Fishbein 2017).",,NatureServe: G5 · US: N5,2,930062,images/Plants/Wildflowers & Herbs/Gulf Coast Swallow-wort_1.jpg,images/Plants/Wildflowers & Herbs/Gulf Coast Swallow-wort_2.jpg
common bogbuttons,Paepalanthus anceps,Eriocaulaceae,Wildflowers & Herbs,"Paepalanthus is a genus of plants in the family Eriocaulaceae. The genus is largely restricted to the campos rupestres of the Espinhaço Range and adjacent mountains, with few species in the Serra da Mantiqueira complex, restingas of the coast of Brazil, and a disjunct distribution (Paepalanthus subg. Platycaulon) in the Andean paramo.",,,2,1445698,images/Plants/Wildflowers & Herbs/common bogbuttons_1.jpg,images/Plants/Wildflowers & Herbs/common bogbuttons_2.jpg
Bushy Bluecurls,Trichostema fruticosum,Lamiaceae,Wildflowers & Herbs,"Trichostema fruticosum, commonly known as Bushy Bluecurls, is a species of flowering plant native to the Southeastern United States. This species is relatively recently described, being split out from Trichostema dichotomum in 2023.",,FL: S3,2,1483642,images/Plants/Wildflowers & Herbs/Bushy Bluecurls_1.jpg,images/Plants/Wildflowers & Herbs/Bushy Bluecurls_2.jpg
Queen's Delight,Stillingia sylvatica,EUPHORBIACEAE,Wildflowers & Herbs,"Stillingia tenuis was recently recognized as a distinct species found in coastal central and south Florida (Horn in Weakley et al. 2022), differing from the interpretation of Rogers (1951) who considered the entity endemic to Miami-Dade Co.",,,2,1530846,images/Plants/Wildflowers & Herbs/Queen's Delight_1.jpg,images/Plants/Wildflowers & Herbs/Queen's Delight_2.jpg
Southern Bogbutton,Paepalanthus beyrichianus,Eriocaulaceae,Wildflowers & Herbs,"Paepalanthus is a genus of plants in the family Eriocaulaceae. The genus is largely restricted to the campos rupestres of the Espinhaço Range and adjacent mountains, with few species in the Serra da Mantiqueira complex, restingas of the coast of Brazil, and a disjunct distribution (Paepalanthus subg. Platycaulon) in the Andean paramo.",,,2,1597261,images/Plants/Wildflowers & Herbs/Southern Bogbutton_1.jpg,images/Plants/Wildflowers & Herbs/Southern Bogbutton_2.jpg
narrow-leaved blue-eyed grass,Sisyrinchium angustifolium,Iridaceae,Wildflowers & Herbs,"Narrow-leaved blue-eyed-grass is an attractive little wildflower with deep blue flowers. It inhabits fields, meadows and the edges of wetlands. In the absence of flowers the plant is hard to pick out when growing among grasses. Native Americans cooked and ate the greens, and used the plant medicinally to regulate the bowels.","Meadows and fields, shores of rivers or lakes, wetland margins (edges of wetlands)",,1,49916,images/Plants/Wildflowers & Herbs/narrow-leaved blue-eyed grass_1.jpg,images/Plants/Wildflowers & Herbs/narrow-leaved blue-eyed grass_2.jpg
Golden Club,Orontium aquaticum,Araceae,Wildflowers & Herbs,"Golden-club, rare in New England, is a specialist of shallow water of lakes and rivers, as well as river banks and tidally-influenced fresh-water rivers. It is at the northern limit of its eastern seaboard range in New England, being found in Connecticut, Massachusetts and Rhode Island.","Floodplain (river or stream floodplains), fresh tidal marshes or flats, shores of rivers or lakes",FL: S4 · NatureServe: G5,1,51138,images/Plants/Wildflowers & Herbs/Golden Club_1.jpg,images/Plants/Wildflowers & Herbs/Golden Club_2.jpg
three-square bulrush,Schoenoplectus pungens,Cyperaceae,Wildflowers & Herbs,"There are three varieties of three-square bulrush in North America, but only this one occurs in New England, favoring lake and river shores, fens and marshes. The northern Paiute ground the seeds into flour for cooking.","Brackish or salt marshes and flats, fens, floodplain (river or stream floodplains), fresh tidal marshes or flats, marshes, shores of rivers or lakes",,1,59072,images/Plants/Wildflowers & Herbs/three-square bulrush_1.jpg,images/Plants/Wildflowers & Herbs/three-square bulrush_2.jpg
